Year, Week, [-3.750892162323 -73.2434844970703], [-3.750892162323 -73.2934875488281], [-3.70089221000671 -73.2434844970703], [-3.80089211463928 -73.2434844970703]
1982, 24, 2.025833e-01, 3.269714e-01, 2.464286e-01, 3.329286e-01
1982, 25, 2.297000e-01, 2.149333e-01, 1.729833e-01, 1.879167e-01
1982, 26, 3.418571e-01, 3.590429e-01, 1.814571e-01, 3.111143e-01
1982, 27, 3.309000e-01, 2.809000e-01, 1.979750e-01, 2.639000e-01
1982, 28, 1.785000e-01, 2.399000e-01, 1.532833e-01, 2.036000e-01
1982, 29, 2.881429e-01, 3.709286e-01, 2.204000e-01, 3.023143e-01
1982, 30, 2.052167e-01, 2.613800e-01, 1.770833e-01, 2.300500e-01
1982, 31, 1.730571e-01, 1.812429e-01, 1.877286e-01, 2.529857e-01
1982, 32, 2.938714e-01, 2.899714e-01, 1.431429e-01, 2.653286e-01
1982, 33, 2.704167e-01, 2.844667e-01, 1.529667e-01, 2.961600e-01
1982, 34, 2.687286e-01, 2.660143e-01, 1.975143e-01, 2.577857e-01
1982, 35, 2.530857e-01, 2.575000e-01, 1.741000e-01, 2.283429e-01
1982, 36, 3.181333e-01, 3.313857e-01, 2.225571e-01, 3.242000e-01
1982, 37, 3.729000e-01, 3.592333e-01, 3.280000e-01, 3.585333e-01
1982, 38, 2.632286e-01, 2.607143e-01, 1.649286e-01, 2.648143e-01
1982, 39, 1.890000e-01, 3.493667e-01, 2.488667e-01, 2.462667e-01
1982, 40, 3.547750e-01, 3.958500e-01, 2.162800e-01, 1.471400e-01
1982, 41, 3.365000e-01, 3.110833e-01, 2.017286e-01, 2.708333e-01
1982, 42, 1.452143e-01, 1.367143e-01, 1.119571e-01, 2.121286e-01
1982, 43, 3.044167e-01, 3.272833e-01, 2.104500e-01, 3.269500e-01
1982, 44, 2.614143e-01, 3.129714e-01, 2.633857e-01, 2.644143e-01
1982, 45, 3.726800e-01, 3.239200e-01, 3.154200e-01, 3.250400e-01
1982, 46, 3.203857e-01, 3.511667e-01, 2.318800e-01, 2.969571e-01
1982, 47, 3.435800e-01, 3.859800e-01, 1.425750e-01, 3.164200e-01
1982, 48, 2.743333e-01, 1.954167e-01, 1.787000e-01, 2.002286e-01
1982, 49, 2.337333e-01, 2.325857e-01, 1.528429e-01, 2.528143e-01
1982, 50, 1.911000e-01, 1.638500e-01, 1.489400e-01, 1.568400e-01
1982, 51, 2.060286e-01, 1.994714e-01, 1.327500e-01, 2.024571e-01
1982, 52, 2.027250e-01, 2.521875e-01, 1.286714e-01, 1.652250e-01
1983, 1, 2.126167e-01, 2.002000e-01, 1.135429e-01, 1.844000e-01
1983, 2, 3.355143e-01, 3.427000e-01, 1.908000e-01, 2.652143e-01
1983, 3, 2.822571e-01, 3.045429e-01, 2.312429e-01, 3.532571e-01
1983, 4, 2.622333e-01, 2.466714e-01, 1.939857e-01, 2.291429e-01
1983, 5, 1.771667e-01, 1.973000e-01, 1.665167e-01, 2.209667e-01
1983, 6, 2.336857e-01, 2.224571e-01, 1.809143e-01, 1.866000e-01
1983, 7, 1.736429e-01, 1.877000e-01, 1.615286e-01, 1.619429e-01
1983, 8, 1.941500e-01, 2.225167e-01, 1.531714e-01, 2.243286e-01
1983, 9, 3.426333e-01, 2.707333e-01, 2.256000e-01, 2.494500e-01
1983, 10, 1.975857e-01, 2.856857e-01, 1.282000e-01, 2.459429e-01
1983, 11, 2.532000e-01, 2.548571e-01, 2.037500e-01, 2.527714e-01
1983, 12, 3.092167e-01, 3.388667e-01, 2.163857e-01, 2.789333e-01
1983, 13, 2.633429e-01, 2.451000e-01, 1.722571e-01, 2.431857e-01
1983, 14, 3.479167e-01, 2.648429e-01, 2.160429e-01, 3.053333e-01
1983, 15, 3.214286e-01, 3.770857e-01, 1.632714e-01, 3.498000e-01
1983, 16, 1.846714e-01, 2.170143e-01, 1.693429e-01, 2.137571e-01
1983, 17, 1.995667e-01, 2.571333e-01, 1.663167e-01, 2.460429e-01
1983, 18, 3.144571e-01, 3.051286e-01, 2.109857e-01, 3.004714e-01
1983, 19, 3.262857e-01, 2.915000e-01, 1.956400e-01, 3.399857e-01
1983, 20, 3.194143e-01, 3.371500e-01, 2.313000e-01, 3.450857e-01
1983, 21, 3.260857e-01, 3.246429e-01, 2.111571e-01, 2.861857e-01
1983, 22, 3.045857e-01, 3.079857e-01, 1.744286e-01, 2.823857e-01
1983, 23, 3.517286e-01, 2.809000e-01, 1.763714e-01, 2.273286e-01
1983, 24, 2.000714e-01, 2.257143e-01, 1.195571e-01, 1.355857e-01
1983, 25, 1.213667e-01, 1.529000e-01, 1.012833e-01, 1.432000e-01
1983, 26, 2.538857e-01, 3.406000e-01, 1.642571e-01, 2.700286e-01
1983, 27, 3.301000e-01, 3.907857e-01, 2.867000e-01, 3.083286e-01
1983, 28, 3.750000e-01, 3.892714e-01, 2.118714e-01, 3.284429e-01
1983, 29, 1.932833e-01, 2.167143e-01, 1.018333e-01, 2.365333e-01
1983, 30, 3.372667e-01, 3.003000e-01, 2.258333e-01, 2.297833e-01
1983, 31, 1.406714e-01, 1.595000e-01, 1.140833e-01, 1.646143e-01
1983, 32, 1.434200e-01, 1.638200e-01, 1.849000e-01, 1.407600e-01
1983, 33, 1.197667e-01, 1.288667e-01, 1.067167e-01, 1.407167e-01
1983, 34, 1.913500e-01, 2.183857e-01, 1.404333e-01, 2.018714e-01
1983, 35, 3.499857e-01, 3.232143e-01, 2.647857e-01, 2.861429e-01
1983, 36, 2.596143e-01, 3.181000e-01, 2.178857e-01, 3.718571e-01
1983, 37, 1.282000e-01, 1.440833e-01, 1.729000e-01, 1.391000e-01
1983, 38, 3.818857e-01, 3.736143e-01, 2.567143e-01, 4.247000e-01
1983, 39, 2.676714e-01, 3.427714e-01, 1.484333e-01, 2.785714e-01
1983, 40, 9.068333e-02, 7.200000e-02, 8.767143e-02, 1.586143e-01
1983, 41, 2.866667e-01, 2.418571e-01, 2.009400e-01, 2.178833e-01
1983, 42, 1.910600e-01, 1.569167e-01, 1.301000e-01, 1.672286e-01
1983, 43, 2.321333e-01, 1.640500e-01, 1.484333e-01, 1.663167e-01
1983, 44, 3.634500e-01, 3.233000e-01, 2.767200e-01, 2.326429e-01
1983, 45, 1.227857e-01, 1.795667e-01, 7.202857e-02, 1.881286e-01
1983, 46, 2.677857e-01, 2.008143e-01, 2.009000e-01, 2.258429e-01
1983, 47, 3.318500e-01, 3.711667e-01, 2.128667e-01, 3.746333e-01
1983, 48, 1.800571e-01, 1.794143e-01, 1.046571e-01, 2.280429e-01
1983, 49, 2.514571e-01, 2.609000e-01, 1.808667e-01, 2.451143e-01
1983, 50, 2.918429e-01, 2.554143e-01, 1.553167e-01, 2.041714e-01
1983, 51, 3.114167e-01, 3.069000e-01, 1.952333e-01, 3.595000e-01
1983, 52, 2.891000e-01, 2.178714e-01, 1.195375e-01, 3.462875e-01
1984, 1, 2.253143e-01, 2.542857e-01, 1.253286e-01, 1.819429e-01
1984, 2, 2.889600e-01, 2.559800e-01, 2.523800e-01, 2.533800e-01
1984, 3, 1.835833e-01, 1.935167e-01, 1.912750e-01, 1.581000e-01
1984, 4, 1.832667e-01, 2.295000e-01, 1.305333e-01, 2.126667e-01
1984, 5, 1.295286e-01, 1.411000e-01, 1.192571e-01, 1.425429e-01
1984, 6, 4.054000e-01, 3.966286e-01, 2.564143e-01, 3.676571e-01
1984, 7, 2.506714e-01, 2.122286e-01, 1.811286e-01, 1.723571e-01
1984, 8, 3.205500e-01, 2.823000e-01, 2.317250e-01, 3.421500e-01
1984, 9, 1.058600e-01, 1.871857e-01, 1.092571e-01, 1.348667e-01
1984, 10, 2.314857e-01, 2.469429e-01, 1.403429e-01, 2.227857e-01
1984, 11, 2.269167e-01, 2.971833e-01, 1.077500e-01, 2.768833e-01
1984, 12, 2.735500e-01, 2.492400e-01, 1.529333e-01, 1.985200e-01
1984, 13, 1.635857e-01, 1.667857e-01, 1.139857e-01, 1.924714e-01
1984, 14, 1.386000e-01, 1.152429e-01, 1.107857e-01, 1.217143e-01
1984, 15, 2.893400e-01, 3.203800e-01, 1.971800e-01, 1.942600e-01
1984, 16, 2.577857e-01, 2.702714e-01, 1.643143e-01, 1.981857e-01
1984, 17, 2.386571e-01, 2.509429e-01, 1.096714e-01, 2.599286e-01
1984, 18, 1.631000e-01, 1.401000e-01, 1.153600e-01, 1.795833e-01
1984, 19, 2.823000e-01, 2.409000e-01, 1.547571e-01, 2.546714e-01
1984, 20, 3.737286e-01, 3.910571e-01, 2.073500e-01, 3.649714e-01
1984, 21, 2.536200e-01, 2.782333e-01, 1.665400e-01, 2.458333e-01
1984, 22, 3.993500e-01, 3.685000e-01, 2.097500e-01, 2.844833e-01
1984, 23, 3.798571e-01, 4.202143e-01, 2.823857e-01, 3.417143e-01
1984, 24, 3.611143e-01, 3.641286e-01, 2.674857e-01, 3.350571e-01
1984, 25, 2.377167e-01, 2.055833e-01, 1.393000e-01, 1.589714e-01
1984, 26, 1.453857e-01, 1.405143e-01, 1.316857e-01, 1.302286e-01
1984, 27, 4.373750e-01, 2.670000e-01, 2.326800e-01, 4.671000e-01
1984, 28, 3.953286e-01, 3.557857e-01, 2.724500e-01, 3.112571e-01
1984, 29, 2.040000e-01, 2.421143e-01, 1.415167e-01, 2.129143e-01
1984, 30, 1.870714e-01, 2.003571e-01, 9.455000e-02, 2.400667e-01
1984, 31, 3.323833e-01, 3.000333e-01, 2.374167e-01, 2.697000e-01
1984, 32, 1.915857e-01, 2.293857e-01, 1.327429e-01, 2.006429e-01
1984, 33, 9.820000e-02, 9.448571e-02, 1.162000e-01, 1.521714e-01
1984, 34, 2.597857e-01, 1.586714e-01, 1.898143e-01, 2.725000e-01
1984, 35, 3.030857e-01, 3.312000e-01, 2.344833e-01, 2.538857e-01
1984, 36, 1.583857e-01, 1.680857e-01, 1.593833e-01, 1.803857e-01
1984, 37, 3.887667e-01, 4.484333e-01, 3.413667e-01, 4.845667e-01
1984, 38, 2.204500e-01, 1.862714e-01, 1.360500e-01, 1.964167e-01
1984, 39, 2.943333e-01, 4.110333e-01, 2.397714e-01, 2.101857e-01
1984, 40, 1.784000e-01, 1.871857e-01, 1.408667e-01, 2.132429e-01
1984, 41, 2.177333e-01, 1.798333e-01, 1.690333e-01, 2.523833e-01
1984, 42, 1.972143e-01, 1.845857e-01, 1.919000e-01, 1.999143e-01
1984, 43, 2.199000e-01, 1.633000e-01, 1.642800e-01, 1.992600e-01
1984, 44, 2.409571e-01, 2.559571e-01, 1.591571e-01, 2.408429e-01
1984, 45, 3.194667e-01, 2.769667e-01, 2.466333e-01, 2.177333e-01
1984, 46, 1.951667e-01, 1.827167e-01, 1.403667e-01, 2.092333e-01
1984, 47, 2.002714e-01, 1.802857e-01, 2.274429e-01, 2.550000e-01
1984, 48, 1.958000e-01, 1.360200e-01, 2.016600e-01, 2.363833e-01
1984, 49, 2.667667e-01, 3.309333e-01, 1.785000e-01, 2.883500e-01
1984, 50, 2.499429e-01, 2.455286e-01, 1.928500e-01, 2.446429e-01
1984, 51, 1.716714e-01, 1.607286e-01, 1.318714e-01, 2.388286e-01
1984, 52, 2.301143e-01, 1.734167e-01, 1.568571e-01, 3.219000e-01
1985, 1, 3.206250e-01, 2.966750e-01, 2.822500e-01, 2.735250e-01
1985, 2, 2.331143e-01, 2.334857e-01, 1.712833e-01, 2.716286e-01
1985, 3, 2.900000e-01, 3.346429e-01, 2.934800e-01, 2.405429e-01
1985, 4, 2.686167e-01, 3.608167e-01, 2.462500e-01, 2.727167e-01
1985, 5, 3.390000e-01, 2.973286e-01, 2.524857e-01, 2.719286e-01
1985, 6, 1.126667e-02, 2.426667e-02, 4.000000e-02, 1.766667e-02
1985, 7, 2.374857e-01, 2.218143e-01, 2.192000e-01, 1.701286e-01
1985, 8, 3.758600e-01, 4.819800e-01, 3.820800e-01, 3.995800e-01
1985, 9, 3.134667e-01, 3.526000e-01, 2.195000e-01, 2.903167e-01
1985, 10, 1.917143e-01, 2.256429e-01, 1.829429e-01, 1.433571e-01
1985, 11, 1.662800e-01, 2.148600e-01, 2.099000e-01, 1.470800e-01
1985, 12, 2.377167e-01, 3.132333e-01, 2.303000e-01, 1.948667e-01
1985, 13, 2.940000e-01, 2.688857e-01, 2.132857e-01, 2.453167e-01
1985, 14, 2.318857e-01, 1.993571e-01, 2.337571e-01, 2.436429e-01
1985, 15, 2.167400e-01, 2.040000e-01, 2.184200e-01, 1.392000e-01
1985, 16, 2.527000e-01, 2.406000e-01, 1.542500e-01, 2.092286e-01
1985, 17, 2.006000e-01, 2.407571e-01, 1.989667e-01, 1.834143e-01
1985, 18, 2.159000e-01, 2.346000e-01, 1.693667e-01, 2.173714e-01
1985, 19, 2.329429e-01, 2.865571e-01, 3.361429e-01, 2.201571e-01
1985, 20, 3.849167e-01, 3.045500e-01, 3.420500e-01, 3.525500e-01
1985, 21, 3.212600e-01, 2.843500e-01, 2.119833e-01, 3.465833e-01
1985, 22, 1.844600e-01, 2.011333e-01, 1.994167e-01, 2.380167e-01
1985, 23, 1.872286e-01, 1.924143e-01, 1.577143e-01, 1.654429e-01
1985, 24, 3.105143e-01, 3.382333e-01, 3.021000e-01, 3.338857e-01
1985, 25, 2.385000e-01, 2.229571e-01, 1.727500e-01, 1.731429e-01
1985, 26, 2.173857e-01, 1.986286e-01, 1.655714e-01, 1.841429e-01
1985, 27, 2.550667e-01, 2.334714e-01, 1.927714e-01, 2.010429e-01
1985, 28, 1.791571e-01, 2.387143e-01, 1.820000e-01, 2.408143e-01
1985, 29, 2.508500e-01, 2.433714e-01, 2.212833e-01, 1.887857e-01
1985, 30, 2.336000e-01, 2.733000e-01, 2.106333e-01, 3.135167e-01
1985, 31, 1.712833e-01, 1.346000e-01, 1.431333e-01, 1.612500e-01
1985, 32, 1.520333e-01, 1.882500e-01, 1.484333e-01, 1.968333e-01
1985, 33, 1.694167e-01, 1.786833e-01, 1.600000e-01, 1.877000e-01
1985, 34, 1.763400e-01, 2.600833e-01, 2.867000e-01, 2.113500e-01
1985, 35, 2.425000e-01, 2.651333e-01, 2.723833e-01, 2.385333e-01
1985, 36, 3.278000e-01, 3.714857e-01, 2.615429e-01, 3.647143e-01
1985, 37, 2.778571e-01, 2.902143e-01, 2.232143e-01, 2.510333e-01
1985, 38, 2.039000e-01, 2.378800e-01, 1.759600e-01, 2.081800e-01
1985, 39, 2.729286e-01, 3.515000e-01, 2.513429e-01, 2.465857e-01
1985, 40, 1.976429e-01, 2.323286e-01, 2.403000e-01, 2.355600e-01
1985, 41, 2.731000e-01, 2.877571e-01, 3.041429e-01, 2.122000e-01
1985, 42, 2.398333e-01, 3.170857e-01, 2.531333e-01, 1.868571e-01
1985, 43, 2.479833e-01, 2.326000e-01, 2.409167e-01, 2.305000e-01
1985, 44, 3.238833e-01, 2.526286e-01, 3.051143e-01, 3.786857e-01
1985, 45, 3.505833e-01, 3.391500e-01, 2.867500e-01, 3.608667e-01
1985, 46, 2.302429e-01, 2.750833e-01, 2.183429e-01, 2.508167e-01
1985, 47, 2.884857e-01, 2.480714e-01, 2.093571e-01, 2.526857e-01
1985, 48, 3.812000e-01, 3.459429e-01, 3.875333e-01, 3.946857e-01
1985, 49, 2.097714e-01, 1.950667e-01, 1.942333e-01, 2.331500e-01
1985, 50, 9.964286e-02, 1.200857e-01, 8.571429e-02, 1.376286e-01
1985, 51, 1.592167e-01, 1.762167e-01, 9.903333e-02, 1.376333e-01
1985, 52, 2.419750e-01, 2.304625e-01, 2.534750e-01, 2.506000e-01
1986, 1, 1.343167e-01, 1.535000e-01, 1.211000e-01, 2.027600e-01
1986, 2, 2.077400e-01, 2.085400e-01, 1.692000e-01, 2.347800e-01
1986, 3, 2.829429e-01, 2.860857e-01, 2.735143e-01, 2.879714e-01
1986, 4, 2.708800e-01, 2.733167e-01, 2.305857e-01, 2.854143e-01
1986, 5, 4.033667e-01, 3.769000e-01, 3.869143e-01, 3.499143e-01
1986, 6, 1.880167e-01, 1.850167e-01, 2.002833e-01, 1.288000e-01
1986, 7, 2.070143e-01, 2.163000e-01, 1.932143e-01, 2.204571e-01
1986, 8, 2.529667e-01, 2.669429e-01, 1.818400e-01, 2.234000e-01
1986, 9, 3.388800e-01, 3.286400e-01, 1.984600e-01, 3.065000e-01
1986, 10, 1.812143e-01, 2.322714e-01, 1.726143e-01, 1.686714e-01
1986, 11, 2.247200e-01, 1.891800e-01, 1.877000e-01, 2.454000e-01
1986, 12, 4.602167e-01, 4.190333e-01, 3.300833e-01, 3.640500e-01
1986, 13, 2.826714e-01, 2.754429e-01, 2.386000e-01, 3.047429e-01
1986, 14, 3.766200e-01, 2.629667e-01, 3.959833e-01, 2.523667e-01
1986, 15, 2.174714e-01, 3.226333e-01, 2.744667e-01, 2.571429e-01
1986, 16, 2.694833e-01, 2.838167e-01, 2.341167e-01, 2.325833e-01
1986, 17, 2.858333e-01, 2.931000e-01, 1.990333e-01, 2.986167e-01
1986, 18, 2.329667e-01, 2.303500e-01, 2.420500e-01, 1.978833e-01
1986, 19, 1.634500e-01, 2.023333e-01, 1.642000e-01, 2.085333e-01
1986, 20, 2.195667e-01, 2.662500e-01, 1.739000e-01, 2.556500e-01
1986, 21, 2.052200e-01, 1.592667e-01, 1.015600e-01, 2.652800e-01
1986, 22, 7.491667e-02, 6.088571e-02, 5.252857e-02, 7.031429e-02
1986, 23, 2.014500e-01, 2.423333e-01, 1.830857e-01, 2.024714e-01
1986, 24, 2.862286e-01, 2.616286e-01, 2.437286e-01, 3.340857e-01
1986, 25, 2.782667e-01, 2.649500e-01, 2.047200e-01, 3.278333e-01
1986, 26, 1.392571e-01, 1.537571e-01, 1.248286e-01, 1.086429e-01
1986, 27, 1.062286e-01, 1.155429e-01, 1.130000e-01, 1.246000e-01
1986, 28, 2.872400e-01, 2.870143e-01, 1.835571e-01, 2.189714e-01
1986, 29, 2.152000e-01, 1.688000e-01, 1.740143e-01, 2.618000e-01
1986, 30, 2.283167e-01, 2.052833e-01, 2.050833e-01, 2.569167e-01
1986, 31, 3.501429e-01, 4.001571e-01, 3.338714e-01, 3.450000e-01
1986, 32, 2.975857e-01, 3.508000e-01, 2.793714e-01, 3.040000e-01
1986, 33, 2.147500e-01, 1.934167e-01, 1.823600e-01, 2.754833e-01
1986, 34, 4.195000e-01, 4.634200e-01, 3.936200e-01, 4.653800e-01
1986, 35, 2.876857e-01, 3.376714e-01, 2.860714e-01, 2.947714e-01
1986, 36, 2.765571e-01, 3.599429e-01, 2.637429e-01, 2.922667e-01
1986, 37, 2.224667e-01, 2.420667e-01, 1.382500e-01, 1.571833e-01
1986, 38, 2.182000e-01, 2.087000e-01, 1.360833e-01, 1.537333e-01
1986, 39, 3.061000e-01, 3.627714e-01, 2.996286e-01, 2.408286e-01
1986, 40, 2.954429e-01, 3.053000e-01, 2.516000e-01, 2.565143e-01
1986, 41, 1.015000e-01, 1.313429e-01, 6.275000e-02, 1.458333e-01
1986, 42, 3.358667e-01, 2.490286e-01, 2.540833e-01, 2.341286e-01
1986, 43, 2.623800e-01, 2.433000e-01, 2.287000e-01, 3.083800e-01
1986, 44, 4.659000e-01, 4.700000e-01, 3.286667e-01, 3.129429e-01
1986, 45, 3.104333e-01, 3.173167e-01, 3.097400e-01, 3.564667e-01
1986, 46, 2.313500e-01, 2.203571e-01, 2.085333e-01, 1.815429e-01
1986, 47, 2.965429e-01, 3.579571e-01, 3.154857e-01, 2.771143e-01
1986, 48, 3.094000e-01, 3.042000e-01, 1.890143e-01, 2.788000e-01
1986, 49, 2.706429e-01, 2.519857e-01, 2.870714e-01, 2.516571e-01
1986, 50, 1.605571e-01, 1.837429e-01, 2.296857e-01, 1.442500e-01
1986, 51, 2.083000e-01, 2.390714e-01, 2.279143e-01, 1.992571e-01
1986, 52, 1.938778e-01, 1.871111e-01, 1.787111e-01, 1.931444e-01
1987, 1, 2.112500e-01, 2.519833e-01, 1.669833e-01, 2.413143e-01
1987, 2, 1.834429e-01, 1.734714e-01, 1.430500e-01, 1.372286e-01
1987, 3, 1.288429e-01, 1.222286e-01, 1.114429e-01, 1.812857e-01
1987, 4, 3.062833e-01, 3.520143e-01, 3.088429e-01, 2.637857e-01
1987, 5, 1.957714e-01, 2.094857e-01, 1.521833e-01, 2.453833e-01
1987, 6, 2.026143e-01, 1.868857e-01, 1.423714e-01, 2.021000e-01
1987, 7, 2.297143e-01, 2.297857e-01, 2.300429e-01, 1.670571e-01
1987, 8, 1.391333e-01, 1.133833e-01, 1.164667e-01, 1.247167e-01
1987, 9, 1.909667e-01, 1.974000e-01, 1.554167e-01, 1.677500e-01
1987, 10, 2.850714e-01, 2.605286e-01, 2.257000e-01, 2.445571e-01
1987, 11, 2.363200e-01, 1.951000e-01, 1.886714e-01, 2.294167e-01
1987, 12, 2.391286e-01, 2.782143e-01, 2.752714e-01, 1.967714e-01
1987, 13, 3.528000e-01, 4.030429e-01, 2.761000e-01, 3.347333e-01
1987, 14, 2.571286e-01, 2.467286e-01, 2.777143e-01, 2.585167e-01
1987, 15, 2.284714e-01, 2.449167e-01, 2.164857e-01, 2.664500e-01
1987, 16, 2.295143e-01, 2.609000e-01, 1.849833e-01, 1.829286e-01
1987, 17, 2.443714e-01, 2.304857e-01, 2.160000e-01, 2.174000e-01
1987, 18, 2.401429e-01, 1.969000e-01, 1.951167e-01, 1.902429e-01
1987, 19, 1.331667e-01, 1.564000e-01, 1.777143e-01, 2.027857e-01
1987, 20, 2.792143e-01, 2.937714e-01, 3.012000e-01, 2.375714e-01
1987, 21, 2.668000e-01, 2.619833e-01, 1.822833e-01, 2.789500e-01
1987, 22, 1.507000e-01, 1.082571e-01, 1.341833e-01, 1.295571e-01
1987, 23, 1.841000e-01, 1.511571e-01, 1.406333e-01, 1.971000e-01
1987, 24, 3.696000e-01, 2.494714e-01, 2.972000e-01, 2.591000e-01
1987, 25, 8.867143e-02, 7.865714e-02, 6.811667e-02, 1.267143e-01
1987, 26, 3.126400e-01, 2.634667e-01, 9.096667e-02, 1.861333e-01
1987, 27, 1.296400e-01, 7.582857e-02, 9.730000e-02, 2.102333e-01
1987, 28, 3.320667e-01, 3.708500e-01, 2.065500e-01, 2.929333e-01
1987, 29, 2.486333e-01, 2.096333e-01, 1.923833e-01, 2.308833e-01
1987, 30, 3.733286e-01, 3.860286e-01, 3.249000e-01, 3.543571e-01
1987, 31, 1.330714e-01, 1.467000e-01, 1.301857e-01, 1.645333e-01
1987, 32, 1.204500e-01, 1.262800e-01, 7.894000e-02, 1.799000e-01
1987, 33, 3.541143e-01, 3.097714e-01, 3.164143e-01, 3.158429e-01
1987, 34, 1.712833e-01, 1.097000e-01, 8.795000e-02, 1.081167e-01
1987, 35, 2.234200e-01, 2.366400e-01, 1.949167e-01, 2.328500e-01
1987, 36, 2.528000e-01, 4.054800e-01, 3.681200e-01, 2.997500e-01
1987, 37, 2.535571e-01, 2.783143e-01, 2.539000e-01, 2.626429e-01
1987, 38, 2.588000e-01, 2.596429e-01, 1.878143e-01, 2.501000e-01
1987, 39, 2.501571e-01, 2.465714e-01, 2.194571e-01, 2.242857e-01
1987, 40, 1.925333e-01, 1.727833e-01, 1.606286e-01, 1.826667e-01
1987, 41, 2.910286e-01, 3.090286e-01, 2.505429e-01, 2.970571e-01
1987, 42, 1.612500e-01, 1.979500e-01, 1.577167e-01, 2.166333e-01
